ThreadID,CallerID,Timestamp,ScheduledEvictionSize,CacheSize
29,LRUCacheScheduler,12017385773024,0,8000009
29,LRUCacheScheduler,12017413077437,0,16000018
29,LRUCacheScheduler,12017435099754,0,24000027
29,LRUCacheScheduler,12017456115768,0,32000036
29,LRUCacheScheduler,12017474227111,0,40000045
29,LRUCacheScheduler,12017490844089,0,48000054
29,LRUCacheScheduler,12017509815150,0,56000063
29,LRUCacheScheduler,12017528166016,0,64000072
29,LRUCacheScheduler,12017544613568,0,72000081
29,LRUCacheScheduler,12017562723711,0,80000090
29,LRUCacheScheduler,12017578966031,0,88000099
29,LRUCacheScheduler,12017597512206,0,96000108
29,LRUCacheScheduler,12017613783217,0,104000117
29,LRUCacheScheduler,12017628097832,0,112000126
29,LRUCacheScheduler,12017644811009,0,120000135
29,LRUCacheScheduler,12017660868402,0,128000144
29,LRUCacheScheduler,12017678140667,0,136000153
29,LRUCacheScheduler,12017697560438,0,144000162
29,LRUCacheScheduler,12017713492506,0,152000171
29,LRUCacheScheduler,12017730133507,0,160000180
29,LRUCacheScheduler,12017747402494,0,168000189
29,LRUCacheScheduler,12017763053297,0,176000198
29,LRUCacheScheduler,12017779911291,0,184000207
29,LRUCacheScheduler,12017797041220,0,192000216
29,LRUCacheScheduler,12017812841857,0,200000225
29,LRUCacheScheduler,12017830430924,0,208000234
29,LRUCacheScheduler,12017851773617,0,216000243
29,LRUCacheScheduler,12017870923853,0,224000252
29,LRUCacheScheduler,12017887719445,0,232000261
29,LRUCacheScheduler,12017905047790,0,240000270
29,LRUCacheScheduler,12017922160626,0,248000279
29,LRUCacheScheduler,12017938680455,0,256000288
29,LRUCacheScheduler,12017955160084,0,264000297
29,LRUCacheScheduler,12017978239121,0,272000306
29,LRUCacheScheduler,12017998385507,0,280000315
29,LRUCacheScheduler,12018022058373,0,288000324
29,LRUCacheScheduler,12018043629987,0,296000333
29,LRUCacheScheduler,12018064865698,0,304000342
29,LRUCacheScheduler,12018085331032,0,312000351
29,LRUCacheScheduler,12018107679041,0,320000360
29,LRUCacheScheduler,12018128022024,0,328000369
29,LRUCacheScheduler,12018145020098,0,336000378
29,LRUCacheScheduler,12018162584193,0,344000387
29,LRUCacheScheduler,12018179928533,0,352000396
29,LRUCacheScheduler,12018195749866,0,360000405
29,LRUCacheScheduler,12018216085945,0,368000414
29,LRUCacheScheduler,12018254306535,0,376000423
29,LRUCacheScheduler,12018272399876,0,384000432
29,LRUCacheScheduler,12018289096876,0,392000441
29,LRUCacheScheduler,12018309520010,0,400000450
29,LRUCacheScheduler,12018327285386,0,408000459
29,LRUCacheScheduler,12018344029178,0,416000468
29,LRUCacheScheduler,12018360614907,0,424000477
29,LRUCacheScheduler,12018377586034,0,432000486
29,LRUCacheScheduler,12018395312731,0,440000495
29,LRUCacheScheduler,12018409281526,0,448000504
29,LRUCacheScheduler,12018426235313,0,456000513
29,LRUCacheScheduler,12018443124303,0,464000522
29,LRUCacheScheduler,12018459978428,0,472000531
29,LRUCacheScheduler,12018475325843,0,480000540
29,LRUCacheScheduler,12018490230431,0,488000549
29,LRUCacheScheduler,12018506551818,0,496000558
29,LRUCacheScheduler,12018522706759,0,504000567
29,LRUCacheScheduler,12018538221123,0,512000576
29,LRUCacheScheduler,12018553524396,0,520000585
29,LRUCacheScheduler,12018570160605,0,528000594
29,LRUCacheScheduler,12018585860039,0,536000603
29,LRUCacheScheduler,12018601202985,0,544000612
29,LRUCacheScheduler,12018616562076,0,552000621
29,LRUCacheScheduler,12018632274661,0,560000630
29,LRUCacheScheduler,12018647584159,0,568000639
29,LRUCacheScheduler,12018662957766,0,576000648
29,LRUCacheScheduler,12018678677491,0,584000657
29,LRUCacheScheduler,12018694750590,0,592000666
29,LRUCacheScheduler,12018709777565,0,600000675
29,LRUCacheScheduler,12018725099181,0,608000684
29,LRUCacheScheduler,12018740708898,0,616000693
29,LRUCacheScheduler,12018755596683,0,624000702
29,LRUCacheScheduler,12018770700503,0,632000711
29,LRUCacheScheduler,12018785484045,0,640000720
29,LRUCacheScheduler,12018800386452,0,648000729
29,LRUCacheScheduler,12018815995458,0,656000738
29,LRUCacheScheduler,12018831410996,0,664000747
29,LRUCacheScheduler,12018846600376,0,672000756
29,LRUCacheScheduler,12018861520146,0,680000765
29,LRUCacheScheduler,12018876637404,0,688000774
29,LRUCacheScheduler,12018892252470,0,696000783
29,LRUCacheScheduler,12018907155545,0,704000792
29,LRUCacheScheduler,12018922357863,0,712000801
29,LRUCacheScheduler,12018937228594,0,720000810
29,LRUCacheScheduler,12018952319091,0,728000819
29,LRUCacheScheduler,12018967349912,0,736000828
29,LRUCacheScheduler,12018993576060,0,744000837
29,LRUCacheScheduler,12019009508624,0,752000846
29,LRUCacheScheduler,12019024923276,0,760000855
29,LRUCacheScheduler,12019040149388,0,768000864
29,LRUCacheScheduler,12019055175644,0,776000873
29,LRUCacheScheduler,12019070585705,0,784000882
29,LRUCacheScheduler,12019085827554,0,792000891
29,LRUCacheScheduler,12019102807187,0,800000900
29,LRUCacheScheduler,12019120364536,0,808000909
29,LRUCacheScheduler,12019137965037,0,816000918
29,LRUCacheScheduler,12019157621068,0,824000927
29,LRUCacheScheduler,12019177475126,0,832000936
29,LRUCacheScheduler,12019198933247,0,840000945
29,LRUCacheScheduler,12019221754902,0,848000954
29,LRUCacheScheduler,12019241066208,0,856000963
29,LRUCacheScheduler,12019256882355,0,864000972
29,LRUCacheScheduler,12019273611311,0,872000981
29,LRUCacheScheduler,12019289596243,0,880000990
29,LRUCacheScheduler,12019306248828,0,888000999
29,LRUCacheScheduler,12019323724006,0,896001008
29,LRUCacheScheduler,12019342319293,0,904001017
29,LRUCacheScheduler,12019358978438,0,912001026
29,LRUCacheScheduler,12019374691124,0,920001035
29,LRUCacheScheduler,12019390757867,0,928001044
29,LRUCacheScheduler,12019412729577,0,936001053
29,LRUCacheScheduler,12019430098756,0,944001062
29,LRUCacheScheduler,12019445940982,0,952001071
29,LRUCacheScheduler,12019460769614,0,960001080
29,LRUCacheScheduler,12019475625685,0,968001089
29,LRUCacheScheduler,12019490579536,0,976001098
29,LRUCacheScheduler,12019506210779,0,984001107
29,LRUCacheScheduler,12019521599407,0,992001116
29,LRUCacheScheduler,12019537522821,0,1000001125
29,LRUCacheScheduler,12019552573747,0,1008001134
29,LRUCacheScheduler,12019567628986,0,1016001143
29,LRUCacheScheduler,12019583022695,0,1024001152
29,LRUCacheScheduler,12019597936114,0,1032001161
29,LRUCacheScheduler,12019613137872,0,1040001170
29,LRUCacheScheduler,12019628493876,0,1048001179
29,LRUCacheScheduler,12019643831646,0,1056001188
29,LRUCacheScheduler,12019659501181,0,1064001197
29,LRUCacheScheduler,12019674831963,0,1072001206
29,LRUCacheScheduler,12019716236895,8000009,1080001215
29,LRUCacheScheduler,12019734720386,16000018,1088001224
29,LRUCacheScheduler,12019747101973,24000027,1096001233
35,LRUCacheScheduler,12019761376814,24000027,1088001224
29,LRUCacheScheduler,12019762116875,24000027,1096001233
35,LRUCacheScheduler,12019773243509,24000027,1088001224
36,LRUCacheScheduler,12019778702173,16000018,1080001215
29,LRUCacheScheduler,12019789686769,16000018,1088001224
35,LRUCacheScheduler,12019805559461,16000018,1080001215
29,LRUCacheScheduler,12019808146513,16000018,1088001224
36,LRUCacheScheduler,12019823457298,16000018,1080001215
29,LRUCacheScheduler,12019825830060,16000018,1088001224
35,LRUCacheScheduler,12019841536968,16000018,1080001215
29,LRUCacheScheduler,12019841698339,16000018,1088001224
36,LRUCacheScheduler,12019856035040,16000018,1080001215
29,LRUCacheScheduler,12019856677249,16000018,1088001224
29,LRUCacheScheduler,12019871730660,24000027,1096001233
35,LRUCacheScheduler,12019872187968,16000018,1088001224
36,LRUCacheScheduler,12019885409650,16000018,1080001215
29,LRUCacheScheduler,12019886598136,16000018,1088001224
35,LRUCacheScheduler,12019900636740,16000018,1080001215
29,LRUCacheScheduler,12019901755068,16000018,1088001224
36,LRUCacheScheduler,12019914250885,16000018,1080001215
29,LRUCacheScheduler,12019917251462,16000018,1088001224
29,LRUCacheScheduler,12019932430405,24000027,1096001233
35,LRUCacheScheduler,12019932931786,16000018,1088001224
36,LRUCacheScheduler,12019946588495,16000018,1080001215
29,LRUCacheScheduler,12019947590901,16000018,1088001224
35,LRUCacheScheduler,12019962638050,16000018,1080001215
35,LRUCacheScheduler,12019962739427,8000009,1072001206
